"left_1","left_2","left_3","right_1","right_2","right_3"
"0","0","-0.1","0","-0.1","-0.1"
"-0.1","0","-0.1","-0.1","-0.1","0"
"-0.1","0","-0.1","-0.1","-0.1","0"
"-0.1","0","-0.1","0","-0.1","-0.1"
"-0.1","0","-0.1","0","-0.1","-0.1"
"-0.1","0","-0.1","0","-0.1","-0.1"
"0","-0.1","-0.1","-0.1","-0.1","0"
"0","0","-0.1","-0.1","-0.1","0"
"-0.1","-0.1","0","-0.1","0","-0.1"
"0","-0.1","0","-0.1","-0.1","-0.1"
"0","0","-0.1","-0.1","-0.1","0"
"0","0","-0.1","-0.1","-0.1","-0.1"
